Tuete;Jahr;Stapel;Stapel Info;Tuetchen;Datum ;Fundort; Tuetchen Info;Menge an Schuppen ;Kernbodden;Boddenkette;Unklarheiten
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";1;31.03.81;Born;"El 2; Born 31.3.81 / 625 / 45 / 38,5; H = 18,0; Männlich 4= 17,0; F=3; M=0";Wenig;Saaler Bodden;Darß-Zingster Bodden;Evenutell mesohaliner Barther Bodden
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";2;31.03.81;Born;"Born / 3103.81; El 1; 3855/ 2460; 76/ 66,5 a; Weiblich 4= 1230g; H= 76,0; F=1; M= 0";Viel;Saaler Bodden;Darß-Zingster Bodden;Evenutell mesohaliner Barther Bodden
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";3;13.04.81;/;"Link 12; Hecht; 13.04.81; 1; Lt= 93,0; (lilli)";Mitel;Saaler Bodden;Darß-Zingster Bodden;Evenutell mesohaliner Barther Bodden
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";4;13.04.81;/;"Hecht; 13.04.81; 2; Lt= 84,0";Wenig;Saaler Bodden;Darß-Zingster Bodden;Evenutell mesohaliner Barther Bodden
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";5;14.04.81;/;"Hecht; Kl. Zicker; 14.4.81; Länge 0,92 m; Gew. 6,5 kg";Mittel;Saaler Bodden;Darß-Zingster Bodden;"Evenutell mesohaliner Barther Bodden; Zicker = Zickersee (das wäre Greifswalder Bodden)"
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";6;14.04.81;/ ;"Hecht; KI. Zicker; 14.4.81; Länge 1,20 m; Gew. 17,5 kg";Wenig;Saaler Bodden;Darß-Zingster Bodden;"Evenutell mesohaliner Barther Bodden; Zicker = Zickersee (das wäre Greifswalder Bodden)"
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";7;14.04.81;/ ;"Hecht; KI Zicker; 14.04.81; Länge 0,93 m; Gew. 6,5 kg";Wenig;Saaler Bodden;Darß-Zingster Bodden;"Evenutell mesohaliner Barther Bodden; Zicker = Zickersee (das wäre Greifswalder Bodden)"
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";8;14.04.81;/;"Hecht; KI.  Zicker; 14.04.81; Länge 0,85 m; Gew. 5,5 kg";Mittel;Saaler Bodden;Darß-Zingster Bodden;"Evenutell mesohaliner Barther Bodden; Zicker = Zickersee (das wäre Greifswalder Bodden)"
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";9;14.04.81;/;"Hecht; KI. Zicker; 14.04.81; Länge 0,93 m; Gew. 7 kg";Mittel;Saaler Bodden;Darß-Zingster Bodden;"Evenutell mesohaliner Barther Bodden; Zicker = Zickersee (das wäre Greifswalder Bodden)"
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";10;23.03.81;Grabow;"Grabow; 23.3.87; 120 cm; El. I.";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";11;23.03.81;Grabow;"23.03.81; El 92; Grabow";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";12;23.03.81;Grabow;"23.03.81; El; Grabow; S=1; 115 cm; 09.50.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";13;23.03.81;Grabow;"El 56; 23.03.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";14;23.03.81;Grabow;"El 50; 23.03.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";15;23.03.81;Grabow;"El = 52 c; 23.03.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";16;23.03.81;Grabow;"El = 55; 23.03.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";17;23.03.81;Grabow;"El 50; 23.03.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";18;23.03.81;Grabow;"El = 48,5; 23.03.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";19;23.03.81;Grabow;"El = 57; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";20;23.03.81;Grabow;"El 49; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";21;23.03.81;Grabow;"El = 50; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";22;23.03.81;Grabow;"El 44,5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";23;23.03.81;Grabow;"El = 51 c; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";24;23.03.81;Grabow;"El 64,5; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";25;23.03.81;Grabow;"El 81; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";26;23.03.81;Grabow;"El 74 cm; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";27;23.03.81;Grabow;"El 62; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";28;23.03.81;Grabow;"El 53,5; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";29;23.03.81;Grabow;"El 54; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";30;23.03.81;Grabow;"El 54; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";31;23.03.81;Grabow;"El 56.5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";32;23.03.81;Grabow;"El 59; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";33;23.03.81;Barthe;"Link 12; El 53 a; 2; 23.3.81";Mittel;Barther Bodden;Darß-Zingster Bodden;Ist Fluss Barthe oder Barther Bodden gemeint?
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";34;23.03.81;Grabow;"El 51; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";35;23.03.81;Barthe;"09/50/81; El 48,5; 23.3.81; Barthe";Mittel;Barther Bodden;Darß-Zingster Bodden;Ist Fluss Barthe oder Barther Bodden gemeint?
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";36;23.03.81;Grabow;El 45;Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";37;23.03.81;Grabow;"El 52; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";38;23.03.81;Grabow;"69; El; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";39;23.03.81;Grabow;"El  69; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";40;23.03.81;Grabow;"El = 51 cm; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";41;23.03.81;Grabow;"El 47; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";42;23.03.81;Grabow;"El 47;23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";43;23.03.81;Grabow;"El 49; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";44;23.03.81;Grabow;"El 49,5; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";45;23.03.81;Grabow;"El 52,5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";46;23.03.81;Grabow;"El 50,5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";47;23.03.81;Grabow;"El 48; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";48;23.03.81;Grabow;"El 53; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";49;23.03.81;Grabow;"50; 23.3.81; El";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";50;23.03.81;Grabow;"52; El; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";51;23.03.81;Grabow;"El 67; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";52;23.03.81;Grabow;"El 55; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";53;23.03.81;Grabow;"El 50; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";54;23.03.81;Grabow;"El 55,5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";55;23.03.81;Grabow;"El 46; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";56;23.03.81;Grabow;"El 53,5; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";57;23.03.81;Grabow;"El 46,5; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";58;23.03.81;Grabow;"El 45; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";59;23.03.81;Grabow;"El 52; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";60;23.03.81;Grabow;"El 54,5; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";61;23.03.81;Grabow;El 52;Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";62;23.03.81;Grabow;"23.3.81; El 46; 2";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";63;23.03.81;Grabow;"El/ 2; 23.3.81; 51";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";64;23.03.81;Grabow;"1 Kiste; El Sorting 2; 23.3.81; 43,5; 09/50/8/";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";65;23.03.81;Grabow;"54; El; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";66;23.03.81;Grabow;"52; El; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";67;23.03.81;Grabow;"54; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";68;23.03.81;Grabow;"El 47; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";69;23.03.81;Grabow;"57; El; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";70;23.03.81;Grabow;"El 53,5; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";71;23.03.81;Grabow;"64; El";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";72;23.03.81;Grabow;El 46;Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";73;23.03.81;Grabow;"El 49; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";74;23.03.81;Grabow;"El 44,5; 23.3.81";Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";75;23.03.81;Grabow;El 49;Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";76;23.03.81;Grabow;"El 51; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";77;23.03.81;Grabow;"El 55; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";78;23.03.81;Grabow;"51; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";79;23.03.81;Grabow;"El 68; 23.3.81";Viel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";80;23.03.81;Grabow;"El 53,5; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";81;23.03.81;Grabow;"El 64 cm; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";82;23.03.81;Grabow;El 43,5;Wenig;Grabow/Barther Bodden;Darß-Zingster Bodden;
3;"1980; 1981; 1982; 1983";1;"Born 22.04.81 n=13; Born 31.03.81 n=2; 03.05.81 n= 6 LT; Breege 09.04.81 n=2 LT, LS; Grabow 23.03.81 n ea > 92 LT";83;23.03.81;Grabow;"El 49; 23.3.81";Mittel;Grabow/Barther Bodden;Darß-Zingster Bodden;
