fish_ID,date,waterbody,TL_mm,weight_g,sex,age,cohort,pisc,lifeyear,year,inc_mm,rad,total_rad
BH-90140,2020-03-03,S,940,6646,f,8,2013,1.45,7,2020,0.25,7.35,7.7
BH-90140,2020-03-03,S,940,6646,f,8,2013,1.45,8,,0.35,7.7,7.7
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,1,2014,2,2,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,2,2015,1.2,3.2,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,3,2016,1.1,4.3,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,4,2017,0.9,5.2,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,5,2018,0.9,6.1,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,6,2019,1,7.1,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,7,2020,0.6,7.7,8.2
BH-90141,2020-02-28,S,745,3132,m,8,2013,1.4,8,,0.5,8.2,8.2
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,1,2013,2.45,2.45,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,2,2014,1.1,3.55,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,3,2015,0.9,4.45,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,4,2016,0.9,5.35,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,5,2017,0.6,5.95,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,6,2018,0.75,6.7,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,7,2019,0.45,7.15,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,8,2020,0.3,7.45,7.7
BH-90142,2020-03-03,S,894,5148,f,9,2012,1.1,9,,0.25,7.7,7.7
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,1,2015,1.9,1.9,8
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,2,2016,2,3.9,8
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,3,2017,1.15,5.05,8
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,4,2018,1.3,6.35,8
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,5,2019,0.9,7.25,8
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,6,2020,0.55,7.8,8
BH-90143,2020-03-03,S,753,3360,m,7,2014,1.25,7,,0.2,8,8
BH-90144,2020-03-03,S,799,4112,f,4,2017,1.03333333333333,1,2018,4.1,4.1,7.16666666666667
BH-90144,2020-03-03,S,799,4112,f,4,2017,1.03333333333333,2,2019,1.96666666666667,6.06666666666667,7.16666666666667
BH-90144,2020-03-03,S,799,4112,f,4,2017,1.03333333333333,3,2020,0.666666666666667,6.73333333333333,7.16666666666667
BH-90144,2020-03-03,S,799,4112,f,4,2017,1.03333333333333,4,,0.433333333333333,7.16666666666667,7.16666666666667
BH-90145,2020-03-03,S,721,3156,m,6,2015,1.1,1,2016,1.5,1.5,7
BH-90145,2020-03-03,S,721,3156,m,6,2015,1.1,2,2017,2.8,4.3,7
BH-90145,2020-03-03,S,721,3156,m,6,2015,1.1,3,2018,0.9,5.2,7
BH-90145,2020-03-03,S,721,3156,m,6,2015,1.1,4,2019,0.8,6,7
BH-90145,2020-03-03,S,721,3156,m,6,2015,1.1,5,2020,0.6,6.6,7
BH-90145,2020-03-03,S,721,3156,m,6,2015,1.1,6,,0.4,7,7
BH-90146,2020-03-03,S,730,2828,m,6,2015,1.6,1,2016,4,4,8
BH-90146,2020-03-03,S,730,2828,m,6,2015,1.6,2,2017,0.8,4.8,8
BH-90146,2020-03-03,S,730,2828,m,6,2015,1.6,3,2018,1.7,6.5,8
BH-90146,2020-03-03,S,730,2828,m,6,2015,1.6,4,2019,0.7,7.2,8
BH-90146,2020-03-03,S,730,2828,m,6,2015,1.6,5,2020,0.4,7.6,8
BH-90146,2020-03-03,S,730,2828,m,6,2015,1.6,6,,0.4,8,8
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,1,2014,3.85,3.85,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,2,2015,1.35,5.2,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,3,2016,1.2,6.4,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,4,2017,0.65,7.05,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,5,2018,0.45,7.5,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,6,2019,0.35,7.85,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,7,2020,0.3,8.15,8.45
BH-90147,2020-03-03,S,1082,10186,f,8,2013,1.6,8,,0.3,8.45,8.45
BH-90148,2020-03-03,S,696,2662,m,5,2016,1.7,1,2017,3,3,6.8
BH-90148,2020-03-03,S,696,2662,m,5,2016,1.7,2,2018,0.7,3.7,6.8
BH-90148,2020-03-03,S,696,2662,m,5,2016,1.7,3,2019,1.4,5.1,6.8
BH-90148,2020-03-03,S,696,2662,m,5,2016,1.7,4,2020,1.5,6.6,6.8
BH-90148,2020-03-03,S,696,2662,m,5,2016,1.7,5,,0.2,6.8,6.8
BH-90149,2020-03-03,S,739,2950,m,6,2015,1.25,1,2016,1.75,1.75,7.75
BH-90149,2020-03-03,S,739,2950,m,6,2015,1.25,2,2017,2.75,4.5,7.75
BH-90149,2020-03-03,S,739,2950,m,6,2015,1.25,3,2018,1.2,5.7,7.75
BH-90149,2020-03-03,S,739,2950,m,6,2015,1.25,4,2019,1.15,6.85,7.75
BH-90149,2020-03-03,S,739,2950,m,6,2015,1.25,5,2020,0.6,7.45,7.75
BH-90149,2020-03-03,S,739,2950,m,6,2015,1.25,6,,0.3,7.75,7.75
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,1,2014,2,2,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,2,2015,1.5,3.5,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,3,2016,1.3,4.8,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,4,2017,1.4,6.2,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,5,2018,0.8,7,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,6,2019,0.4,7.4,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,7,2020,0.4,7.8,7.9
BH-90151,2020-03-03,S,926,6458,f,8,2013,1.6,8,,0.1,7.9,7.9
BH-90152,2020-03-03,S,695,2602,m,5,2016,1.7,1,2017,3.35,3.35,7.95
BH-90152,2020-03-03,S,695,2602,m,5,2016,1.7,2,2018,1.5,4.85,7.95
BH-90152,2020-03-03,S,695,2602,m,5,2016,1.7,3,2019,1.85,6.7,7.95
BH-90152,2020-03-03,S,695,2602,m,5,2016,1.7,4,2020,0.8,7.5,7.95
BH-90152,2020-03-03,S,695,2602,m,5,2016,1.7,5,,0.45,7.95,7.95
BH-90154,2020-03-03,S,712,3118,f,6,2015,1.53333333333333,1,2016,3.4,3.4,6.63333333333333
BH-90154,2020-03-03,S,712,3118,f,6,2015,1.53333333333333,2,2017,1.46666666666667,4.86666666666667,6.63333333333333
BH-90154,2020-03-03,S,712,3118,f,6,2015,1.53333333333333,3,2018,0.6,5.46666666666667,6.63333333333333
BH-90154,2020-03-03,S,712,3118,f,6,2015,1.53333333333333,4,2019,0.433333333333333,5.9,6.63333333333333
BH-90154,2020-03-03,S,712,3118,f,6,2015,1.53333333333333,5,2020,0.333333333333333,6.23333333333333,6.63333333333333
BH-90154,2020-03-03,S,712,3118,f,6,2015,1.53333333333333,6,,0.4,6.63333333333333,6.63333333333333
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,1,2014,2.25,2.25,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,2,2015,1.6,3.85,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,3,2016,1.3,5.15,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,4,2017,1.05,6.2,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,5,2018,0.8,7,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,6,2019,0.3,7.3,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,7,2020,0.2,7.5,7.75
BH-90155,2020-03-03,S,726,3108,m,8,2013,1.35,8,,0.25,7.75,7.75
BH-90156,2020-03-03,S,798,4690,f,5,2016,1.66666666666667,1,2017,2.73333333333333,2.73333333333333,7.5
BH-90156,2020-03-03,S,798,4690,f,5,2016,1.66666666666667,2,2018,2.9,5.63333333333333,7.5
BH-90156,2020-03-03,S,798,4690,f,5,2016,1.66666666666667,3,2019,1.1,6.73333333333333,7.5
BH-90156,2020-03-03,S,798,4690,f,5,2016,1.66666666666667,4,2020,0.466666666666667,7.2,7.5
BH-90156,2020-03-03,S,798,4690,f,5,2016,1.66666666666667,5,,0.3,7.5,7.5
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,1,2014,2.43333333333333,2.43333333333333,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,2,2015,1.7,4.13333333333333,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,3,2016,0.966666666666667,5.1,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,4,2017,0.833333333333333,5.93333333333333,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,5,2018,0.633333333333333,6.56666666666667,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,6,2019,0.666666666666667,7.23333333333333,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,7,2020,0.3,7.53333333333333,7.86666666666667
BH-90157,2020-03-03,S,793,3854,m,8,2013,0.933333333333333,8,,0.333333333333333,7.86666666666667,7.86666666666667
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,1,2012,2.5,2.5,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,2,2013,2.2,4.7,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,3,2014,1.2,5.9,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,4,2015,0.8,6.7,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,5,2016,0.6,7.3,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,6,2017,0.5,7.8,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,7,2018,0.4,8.2,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,8,2019,0.4,8.6,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,9,2020,0.3,8.9,9
BH-90159,2020-03-09,P,985,5918,f,10,2011,1.2,10,,0.1,9,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,1,2013,2.1,2.1,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,2,2014,2.5,4.6,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,3,2015,1,5.6,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,4,2016,0.9,6.5,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,5,2017,0.5,7,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,6,2018,1,8,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,7,2019,0.6,8.6,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,8,2020,0.2,8.8,9
BH-90167,2020-03-05,BAT,876,5308,f,9,2012,1.6,9,,0.2,9,9
BH-90173,2020-03-11,P,708,4418,f,3,2018,1.3,1,2019,4.8,4.8,7.1
BH-90173,2020-03-11,P,708,4418,f,3,2018,1.3,2,2020,1.4,6.2,7.1
BH-90173,2020-03-11,P,708,4418,f,3,2018,1.3,3,,0.9,7.1,7.1
BH-90174,2020-03-13,P,828,4866,f,4,2017,1.73333333333333,1,2018,3.33333333333333,3.33333333333333,7.93333333333333
BH-90174,2020-03-13,P,828,4866,f,4,2017,1.73333333333333,2,2019,2.56666666666667,5.9,7.93333333333333
BH-90174,2020-03-13,P,828,4866,f,4,2017,1.73333333333333,3,2020,1.26666666666667,7.16666666666667,7.93333333333333
BH-90174,2020-03-13,P,828,4866,f,4,2017,1.73333333333333,4,,0.766666666666667,7.93333333333333,7.93333333333333
BH-90177,2020-03-10,BEG,777,3810,f,5,2016,1.1,1,2017,2.4,2.4,7.95
BH-90177,2020-03-10,BEG,777,3810,f,5,2016,1.1,2,2018,2.95,5.35,7.95
BH-90177,2020-03-10,BEG,777,3810,f,5,2016,1.1,3,2019,1.4,6.75,7.95
BH-90177,2020-03-10,BEG,777,3810,f,5,2016,1.1,4,2020,0.9,7.65,7.95
BH-90177,2020-03-10,BEG,777,3810,f,5,2016,1.1,5,,0.3,7.95,7.95
BH-90181,2020-03-16,SB,834,5294,f,5,2016,1.4,1,2017,4.26666666666667,4.26666666666667,8.56666666666667
BH-90181,2020-03-16,SB,834,5294,f,5,2016,1.4,2,2018,0.933333333333333,5.2,8.56666666666667
BH-90181,2020-03-16,SB,834,5294,f,5,2016,1.4,3,2019,1.7,6.9,8.56666666666667
BH-90181,2020-03-16,SB,834,5294,f,5,2016,1.4,4,2020,0.866666666666667,7.76666666666667,8.56666666666667
BH-90181,2020-03-16,SB,834,5294,f,5,2016,1.4,5,,0.8,8.56666666666667,8.56666666666667
BH-90184,2020-03-11,P,632,1956,m,5,2016,1.26666666666667,1,2017,3.1,3.1,7.36666666666667
BH-90184,2020-03-11,P,632,1956,m,5,2016,1.26666666666667,2,2018,1.13333333333333,4.23333333333333,7.36666666666667
BH-90184,2020-03-11,P,632,1956,m,5,2016,1.26666666666667,3,2019,1.26666666666667,5.5,7.36666666666667
BH-90184,2020-03-11,P,632,1956,m,5,2016,1.26666666666667,4,2020,0.866666666666667,6.36666666666667,7.36666666666667
BH-90184,2020-03-11,P,632,1956,m,5,2016,1.26666666666667,5,,1,7.36666666666667,7.36666666666667
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,1,2013,3,3,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,2,2014,2.55,5.55,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,3,2015,1.15,6.7,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,4,2016,0.85,7.55,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,5,2017,0.6,8.15,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,6,2018,0.65,8.8,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,7,2019,0.4,9.2,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,8,2020,0.3,9.5,9.75
BH-90186,2020-03-13,P,1100,10888,f,9,2012,1.65,9,,0.25,9.75,9.75
BH-90187,2020-03-18,Sehrowbach,646,1874,m,4,2017,1.56666666666667,1,2018,4.76666666666667,4.76666666666667,7.93333333333333
BH-90187,2020-03-18,Sehrowbach,646,1874,m,4,2017,1.56666666666667,2,2019,1.86666666666667,6.63333333333333,7.93333333333333
BH-90187,2020-03-18,Sehrowbach,646,1874,m,4,2017,1.56666666666667,3,2020,0.766666666666667,7.4,7.93333333333333
BH-90187,2020-03-18,Sehrowbach,646,1874,m,4,2017,1.56666666666667,4,,0.533333333333333,7.93333333333333,7.93333333333333
BH-90189,2020-03-11,P,786,4756,f,4,2017,2.1,1,2018,2.8,2.8,8.2
BH-90189,2020-03-11,P,786,4756,f,4,2017,2.1,2,2019,3.7,6.5,8.2
BH-90189,2020-03-11,P,786,4756,f,4,2017,2.1,3,2020,1.1,7.6,8.2
BH-90189,2020-03-11,P,786,4756,f,4,2017,2.1,4,,0.6,8.2,8.2
BH-90190,2020-03-05,BAT,792,4472,f,4,2017,1.23333333333333,1,2018,3.8,3.8,8.16666666666667
BH-90190,2020-03-05,BAT,792,4472,f,4,2017,1.23333333333333,2,2019,2.6,6.4,8.16666666666667
BH-90190,2020-03-05,BAT,792,4472,f,4,2017,1.23333333333333,3,2020,1.23333333333333,7.63333333333333,8.16666666666667
BH-90190,2020-03-05,BAT,792,4472,f,4,2017,1.23333333333333,4,,0.533333333333333,8.16666666666667,8.16666666666667
BH-90191,2020-03-09,P,602,1598,m,3,2018,1.56666666666667,1,2019,4.06666666666667,4.06666666666667,6.1
BH-90191,2020-03-09,P,602,1598,m,3,2018,1.56666666666667,2,2020,1.3,5.36666666666667,6.1
BH-90191,2020-03-09,P,602,1598,m,3,2018,1.56666666666667,3,,0.733333333333333,6.1,6.1
BH-90192,2020-03-04,BEG,737,3790,f,5,2016,1.85,1,2017,2.55,2.55,8
BH-90192,2020-03-04,BEG,737,3790,f,5,2016,1.85,2,2018,2.65,5.2,8
BH-90192,2020-03-04,BEG,737,3790,f,5,2016,1.85,3,2019,1.8,7,8
BH-90192,2020-03-04,BEG,737,3790,f,5,2016,1.85,4,2020,0.65,7.65,8
BH-90192,2020-03-04,BEG,737,3790,f,5,2016,1.85,5,,0.35,8,8
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,1,2015,2.9,2.9,8.4
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,2,2016,1.7,4.6,8.4
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,3,2017,1.4,6,8.4
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,4,2018,1.3,7.3,8.4
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,5,2019,0.5,7.8,8.4
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,6,2020,0.3,8.1,8.4
BH-90193,2020-03-12,SB,731,3216,m,7,2014,1.9,7,,0.3,8.4,8.4
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,1,2015,4,4,9.45
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,2,2016,1.05,5.05,9.45
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,3,2017,1.65,6.7,9.45
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,4,2018,1.3,8,9.45
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,5,2019,0.7,8.7,9.45
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,6,2020,0.55,9.25,9.45
BH-90195,2020-03-11,P,967,6941,f,7,2014,1.8,7,,0.2,9.45,9.45
BH-90199,2020-03-05,BAT,778,4075,f,5,2016,1.1,1,2017,3.3,3.3,7.2
BH-90199,2020-03-05,BAT,778,4075,f,5,2016,1.1,2,2018,2.3,5.6,7.2
BH-90199,2020-03-05,BAT,778,4075,f,5,2016,1.1,3,2019,0.6,6.2,7.2
BH-90199,2020-03-05,BAT,778,4075,f,5,2016,1.1,4,2020,0.5,6.7,7.2
BH-90199,2020-03-05,BAT,778,4075,f,5,2016,1.1,5,,0.5,7.2,7.2
BH-90200,2020-03-09,P,880,3958,f,6,2015,1.46666666666667,1,2016,3.63333333333333,3.63333333333333,8.1
BH-90200,2020-03-09,P,880,3958,f,6,2015,1.46666666666667,2,2017,1.2,4.83333333333333,8.1
BH-90200,2020-03-09,P,880,3958,f,6,2015,1.46666666666667,3,2018,1.26666666666667,6.1,8.1
BH-90200,2020-03-09,P,880,3958,f,6,2015,1.46666666666667,4,2019,0.7,6.8,8.1
BH-90200,2020-03-09,P,880,3958,f,6,2015,1.46666666666667,5,2020,0.6,7.4,8.1
BH-90200,2020-03-09,P,880,3958,f,6,2015,1.46666666666667,6,,0.7,8.1,8.1
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,1,2013,3.05,3.05,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,2,2014,0.85,3.9,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,3,2015,0.55,4.45,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,4,2016,0.65,5.1,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,5,2017,0.9,6,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,6,2018,0.55,6.55,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,7,2019,0.85,7.4,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,8,2020,0.7,8.1,8.75
BH-90201,2020-03-16,SB,880,5964,f,9,2012,1.95,9,,0.65,8.75,8.75
BH-90202,2020-03-10,BEG,705,2870,f,6,2015,1.4,1,2016,1.9,1.9,6.7
BH-90202,2020-03-10,BEG,705,2870,f,6,2015,1.4,2,2017,1.4,3.3,6.7
BH-90202,2020-03-10,BEG,705,2870,f,6,2015,1.4,3,2018,0.9,4.2,6.7
BH-90202,2020-03-10,BEG,705,2870,f,6,2015,1.4,4,2019,1.5,5.7,6.7
BH-90202,2020-03-10,BEG,705,2870,f,6,2015,1.4,5,2020,0.6,6.3,6.7
BH-90202,2020-03-10,BEG,705,2870,f,6,2015,1.4,6,,0.4,6.7,6.7
BH-90203,2020-03-05,BAT,758,4188,f,3,2018,1.4,1,2019,3.65,3.65,7.65
BH-90203,2020-03-05,BAT,758,4188,f,3,2018,1.4,2,2020,3.25,6.9,7.65
BH-90203,2020-03-05,BAT,758,4188,f,3,2018,1.4,3,,0.75,7.65,7.65
BH-90204,2020-03-09,P,693,2800,f,5,2016,1.05,1,2017,2.15,2.15,6.55
BH-90204,2020-03-09,P,693,2800,f,5,2016,1.05,2,2018,1,3.15,6.55
BH-90204,2020-03-09,P,693,2800,f,5,2016,1.05,3,2019,1.75,4.9,6.55
BH-90204,2020-03-09,P,693,2800,f,5,2016,1.05,4,2020,0.95,5.85,6.55
BH-90204,2020-03-09,P,693,2800,f,5,2016,1.05,5,,0.7,6.55,6.55
BH-90207,2020-03-05,BAT,706,2724,m,3,2018,1.33333333333333,1,2019,3.86666666666667,3.86666666666667,7.2
BH-90207,2020-03-05,BAT,706,2724,m,3,2018,1.33333333333333,2,2020,2.76666666666667,6.63333333333333,7.2
BH-90207,2020-03-05,BAT,706,2724,m,3,2018,1.33333333333333,3,,0.566666666666667,7.2,7.2
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,1,2015,2.8,2.8,8
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,2,2016,1.4,4.2,8
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,3,2017,1.4,5.6,8
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,4,2018,0.9,6.5,8
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,5,2019,0.4,6.9,8
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,6,2020,0.5,7.4,8
BH-90208,2020-03-05,BAT,703,2658,m,7,2014,1.2,7,,0.6,8,8
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,1,2013,1.85,1.85,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,2,2014,1.05,2.9,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,3,2015,1.65,4.55,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,4,2016,0.7,5.25,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,5,2017,0.65,5.9,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,6,2018,0.6,6.5,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,7,2019,0.5,7,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,8,2020,0.45,7.45,7.75
BH-90209,2020-03-05,BAT,962,7744,f,9,2012,1,9,,0.3,7.75,7.75
BH-90211,2020-03-10,BEG,812,3818,f,5,2016,1.25,1,2017,3.3,3.3,7.6
BH-90211,2020-03-10,BEG,812,3818,f,5,2016,1.25,2,2018,1.35,4.65,7.6
BH-90211,2020-03-10,BEG,812,3818,f,5,2016,1.25,3,2019,1.9,6.55,7.6
BH-90211,2020-03-10,BEG,812,3818,f,5,2016,1.25,4,2020,0.6,7.15,7.6
BH-90211,2020-03-10,BEG,812,3818,f,5,2016,1.25,5,,0.45,7.6,7.6
BH-90213,2020-03-11,P,629,1801,m,6,2015,1.1,1,2016,2.15,2.15,6.1
BH-90213,2020-03-11,P,629,1801,m,6,2015,1.1,2,2017,0.7,2.85,6.1
BH-90213,2020-03-11,P,629,1801,m,6,2015,1.1,3,2018,1.25,4.1,6.1
BH-90213,2020-03-11,P,629,1801,m,6,2015,1.1,4,2019,0.85,4.95,6.1
BH-90213,2020-03-11,P,629,1801,m,6,2015,1.1,5,2020,0.75,5.7,6.1
BH-90213,2020-03-11,P,629,1801,m,6,2015,1.1,6,,0.4,6.1,6.1
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,1,2013,1.93333333333333,1.93333333333333,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,2,2014,1.8,3.73333333333333,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,3,2015,1.26666666666667,5,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,4,2016,1.06666666666667,6.06666666666667,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,5,2017,0.6,6.66666666666667,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,6,2018,0.533333333333333,7.2,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,7,2019,0.4,7.6,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,8,2020,0.233333333333333,7.83333333333333,8.13333333333333
BH-90214,2020-03-05,BAT,878,6350,f,9,2012,1.03333333333333,9,,0.3,8.13333333333333,8.13333333333333
BH-90216,2020-03-05,BAT,923,6270,f,6,2015,0.8,1,2016,2.45,2.45,7.1
BH-90216,2020-03-05,BAT,923,6270,f,6,2015,0.8,2,2017,2.25,4.7,7.1
BH-90216,2020-03-05,BAT,923,6270,f,6,2015,0.8,3,2018,1.15,5.85,7.1
BH-90216,2020-03-05,BAT,923,6270,f,6,2015,0.8,4,2019,0.6,6.45,7.1
BH-90216,2020-03-05,BAT,923,6270,f,6,2015,0.8,5,2020,0.35,6.8,7.1
BH-90216,2020-03-05,BAT,923,6270,f,6,2015,0.8,6,,0.3,7.1,7.1
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,1,2014,2.4,2.4,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,2,2015,1.9,4.3,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,3,2016,1.5,5.8,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,4,2017,0.6,6.4,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,5,2018,0.5,6.9,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,6,2019,0.5,7.4,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,7,2020,0.3,7.7,7.9
BH-90219,2020-03-05,BAT,774,3070,m,8,2013,1.1,8,,0.2,7.9,7.9
BH-90221,2020-03-05,BAT,941,7484,f,8,2013,1,1,2014,3,3,8.9
BH-90221,2020-03-05,BAT,941,7484,f,8,2013,1,2,2015,2.1,5.1,8.9
BH-90221,2020-03-05,BAT,941,7484,f,8,2013,1,3,2016,0.6,5.7,8.9
